month,region,item,total_issued
2023 Apr,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,5050
2023 May,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2171
2023 Jun,Somali,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1760
2017 Aug,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,151
2017 Sep,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,50
2017 Oct,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,31
2017 Nov,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,265
2017 Dec,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,90
2018 Jan,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,20
2018 Feb,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,5
2018 Mar,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,6
2018 Apr,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,20
2018 May,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,142
2018 Jun,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,565
2018 Jul,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Aug,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Sep,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Oct,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Nov,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,5
2018 Dec,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,1020
2019 Jan,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Feb,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Mar,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,104
2019 Apr,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,69
2019 May,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,4
2019 Jun,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,2
2019 Jul,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Aug,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Sep,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,7
2019 Oct,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,9
2019 Nov,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,8
2019 Dec,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,9
2020 Jan,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,25
2020 Feb,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,18
2020 Mar,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,42
2020 Apr,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,111
2020 May,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,131
2020 Jun,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,218
2020 Jul,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2020 Aug,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,109
2020 Sep,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,42
2020 Oct,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,247
2020 Nov,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,90
2020 Dec,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,318
2021 Jan,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,221
2021 Feb,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,412
2021 Mar,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,118
2021 Apr,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,461
2021 May,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,376
2021 Jun,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,482
2021 Jul,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,206
2021 Aug,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,144
2021 Sep,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,188
2021 Oct,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,524
2021 Nov,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,606
2021 Dec,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,723
2022 Jan,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,625
2022 Feb,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,284
2022 Mar,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,888
2022 Apr,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,958
2022 May,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,195
2022 Jun,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,1206
2022 Jul,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2022 Aug,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,2426
2022 Sep,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,3542
2022 Oct,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,317
2022 Nov,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,638
2022 Dec,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,696
2023 Jan,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,4487
2023 Feb,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,1001
2023 Mar,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,4140
2023 Apr,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,497
2023 May,Somali,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,1519
2017 Aug,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),475
2017 Sep,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),17350
2017 Oct,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2180
2017 Nov,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2050
2017 Dec,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1975
2018 Jan,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1225
2018 Feb,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2140
2018 Mar,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),7200
2018 Apr,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4500
2018 May,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1900
2018 Jun,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),30400
2018 Jul,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2018 Aug,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),50
2018 Sep,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4400
2018 Oct,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1600
2018 Nov,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),760
2018 Dec,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4043
2019 Jan,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),7555
2019 Feb,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),8107
2019 Mar,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1184
2019 Apr,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),9783
2019 May,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),420
2019 Jun,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),30730
2019 Jul,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),820
2019 Aug,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),550
2019 Sep,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2376
2019 Oct,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),940
2019 Nov,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1710
2019 Dec,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3125
2020 Jan,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2130
2020 Feb,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4068
2020 Mar,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),435
2020 Apr,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4566
2020 May,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1670
2020 Jun,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2746
2020 Jul,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),300
2020 Aug,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Sep,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Oct,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Nov,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Dec,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jan,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Feb,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Mar,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Apr,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 May,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jun,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jul,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),844
2021 Aug,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3796
2021 Sep,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2506
2021 Oct,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4425
2021 Nov,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4345
2021 Dec,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4592
2022 Jan,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),6369
2022 Feb,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1540
2022 Mar,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2576
2022 Apr,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),10636
2022 May,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3440
2022 Jun,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),6646
2022 Jul,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),100
2022 Aug,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),9750
2022 Sep,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),7600
2022 Oct,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4171
2022 Nov,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),5780
2022 Dec,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),5120
2023 Jan,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),4205
2023 Feb,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3315
2023 Mar,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),5460
2023 Apr,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),3835
2023 May,Somali,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1305
2017 Aug,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,3
2017 Sep,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,16
2017 Oct,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,23
2017 Nov,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,209
2017 Dec,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,21
2018 Jan,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,5
2018 Feb,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,2
2018 Mar,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,30
2018 Apr,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,26
2018 May,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,40
2018 Jun,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,117
2018 Jul,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,2
2018 Aug,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,6
2018 Sep,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,20
2018 Oct,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,5
2018 Nov,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,7
2018 Dec,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,30003
2019 Jan,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,80
2019 Feb,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,136
2019 Mar,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,4004
2019 Apr,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,1
2019 May,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,1015
2019 Jun,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,74
2019 Jul,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2019 Aug,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,2
2019 Sep,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,1006
2019 Oct,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,47600
2019 Nov,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,13101
2019 Dec,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,1200
2020 Jan,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,141110
2020 Feb,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,42234
2020 Mar,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,36900
2020 Apr,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,3000
2020 May,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,28600
2020 Jun,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,17101
2020 Jul,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,800
2020 Aug,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,51111
2020 Sep,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,14100
2020 Oct,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,7800
2020 Nov,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,3600
2020 Dec,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,11100
2021 Jan,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,2
2021 Feb,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 Mar,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 Apr,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,4161
2021 May,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,23868
2021 Jun,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,21549
2021 Jul,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,110
2021 Aug,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,19640
2021 Sep,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,1140
2021 Oct,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,3468
2021 Nov,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,298
2021 Dec,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,315
2022 Jan,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,96
2022 Feb,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,5003
2022 Mar,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,1200
2022 Apr,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 May,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Jun,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Jul,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Aug,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Sep,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Oct,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Nov,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Dec,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Jan,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Feb,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Mar,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,1170
2023 Apr,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 May,Somali,Oral Rehydration Salt - 20.5g/lit - Powder,3448
2017 Aug,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,431
2017 Sep,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2671
2017 Oct,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,429.8
2017 Nov,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,391
2017 Dec,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,10
2018 Jan,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1130
2018 Feb,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Mar,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,245
2018 Apr,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1077
2018 May,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Jun,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,450
2018 Jul,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,20
2018 Aug,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,100
2018 Sep,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,55
2018 Oct,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,60
2018 Nov,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,60
2018 Dec,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,126
2019 Jan,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1935
2019 Feb,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,249
2019 Mar,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,30
2019 Apr,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,317
2019 May,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,510
2019 Jun,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,384
2019 Jul,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Aug,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,14
2019 Sep,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Oct,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,450
2019 Nov,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Dec,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2020 Jan,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,143
2020 Feb,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,225
2020 Mar,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,172
2020 Apr,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1115
2020 May,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,442
2020 Jun,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,388
2020 Jul,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,327
2020 Aug,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,607
2020 Sep,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,120
2020 Oct,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,555
2020 Nov,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,833
2020 Dec,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,265
2021 Jan,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,401
2021 Feb,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1405
2021 Mar,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,28
2021 Apr,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,198
2021 May,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,227
2021 Jun,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,193
2021 Jul,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,92
2021 Aug,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,303
2021 Sep,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,175
2021 Oct,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,600
2021 Nov,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1065
2021 Dec,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1060
2022 Jan,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1404
2022 Feb,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2131
2022 Mar,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1356
2022 Apr,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,515
2022 May,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1586
2022 Jun,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2965
2022 Jul,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2022 Aug,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2816
2022 Sep,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2666
2022 Oct,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1105
2022 Nov,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2135
2022 Dec,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1863
2023 Jan,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,2149
2023 Feb,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1048
2023 Mar,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1305
2023 Apr,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,1950
2023 May,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,310
2023 Jun,Somali,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,120
2022 Nov,South West,Amoxicillin - 125mg - Tablet (Dispersible),10
2022 Dec,South West,Amoxicillin - 125mg - Tablet (Dispersible),0
2023 Jan,South West,Amoxicillin - 125mg - Tablet (Dispersible),0
2023 Feb,South West,Amoxicillin - 125mg - Tablet (Dispersible),0
2023 Mar,South West,Amoxicillin - 125mg - Tablet (Dispersible),0
2023 Apr,South West,Amoxicillin - 125mg - Tablet (Dispersible),5
2022 May,South West,Amoxicillin - 250mg - Tablet (Dispersible),80
2022 Jun,South West,Amoxicillin - 250mg - Tablet (Dispersible),2000
2022 Jul,South West,Amoxicillin - 250mg - Tablet (Dispersible),0
2022 Aug,South West,Amoxicillin - 250mg - Tablet (Dispersible),30
2022 Sep,South West,Amoxicillin - 250mg - Tablet (Dispersible),5
2022 Oct,South West,Amoxicillin - 250mg - Tablet (Dispersible),0
2022 Nov,South West,Amoxicillin - 250mg - Tablet (Dispersible),0
2022 Dec,South West,Amoxicillin - 250mg - Tablet (Dispersible),0
2023 Jan,South West,Amoxicillin - 250mg - Tablet (Dispersible),0
2023 Feb,South West,Amoxicillin - 250mg - Tablet (Dispersible),10
2023 Mar,South West,Amoxicillin - 250mg - Tablet (Dispersible),0
2023 Apr,South West,Amoxicillin - 250mg - Tablet (Dispersible),40
2023 May,South West,Amoxicillin - 250mg - Tablet (Dispersible),0
2023 Jun,South West,Amoxicillin - 250mg - Tablet (Dispersible),10
2022 Aug,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,60
2022 Sep,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,30
2022 Oct,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,0
2022 Nov,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,30
2022 Dec,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,0
2023 Jan,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,0
2023 Feb,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,35
2023 Mar,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,0
2023 Apr,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,0
2023 May,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,0
2023 Jun,South West,Chlorhexidine digluconate - 7.1% ( which contains 4% Chlorhexidine) - Gel,30
2022 Nov,South West,Etonogestrel - 68mg - Capsule(Subdermal Implant),45
2023 Apr,South West,Gentamicin - 10mg/ml 2ml - Injection,4
2023 May,South West,Gentamicin - 10mg/ml 2ml - Injection,2
2023 Jun,South West,Gentamicin - 10mg/ml 2ml - Injection,2
2022 May,South West,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,10
2022 Jun,South West,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2022 Jul,South West,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2022 Aug,South West,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,6
2022 Sep,South West,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,5
2022 Oct,South West,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
